on_time_flag,detention_minutes,weight_lbs,typical_distance_miles,base_rate_per_mile,years_experience,revenue,actual_duration_hours,typical_transit_days
False,204,44358,1229,1.69,8.0,2368.73,21.1,2
True,167,24974,1216,2.75,18.0,3732.05,21.0,2
True,1,22057,262,2.63,21.0,672.3,4.8,1
False,162,21153,1130,1.81,6.0,1895.93,20.8,1
False,146,33573,675,2.13,20.0,1281.85,12.0,1
False,188,32359,1276,2.33,10.0,3053.18,22.5,2
False,0,38785,1429,2.51,11.0,3792.79,27.2,2
False,9,28823,2623,2.39,23.0,5925.31,51.0,4
True,214,44125,762,2.62,18.0,2012.29,12.9,1
False,147,11977,3141,1.65,11.0,5523.48,59.5,5
False,187,37332,2627,2.69,5.0,7035.39,43.5,4
True,1,33842,1576,2.54,5.0,4019.19,31.4,2
False,195,17362,2017,1.84,23.0,3546.73,31.8,3
False,0,28556,2003,2.55,8.0,4685.51,35.1,3
False,15,27122,697,2.08,15.0,1485.52,12.6,1
True,210,30448,2627,2.69,9.0,6379.94,52.7,4
False,151,10785,1216,2.75,19.0,3777.74,25.4,2
False,150,28989,3141,1.65,20.0,5084.06,61.1,5
True,233,30043,2172,1.77,12.0,3972.62,40.7,3
True,112,32562,697,2.08,23.0,1416.87,12.7,1
False,97,26116,2627,2.69,5.0,6294.99,43.7,4
False,94,34162,670,2.07,20.0,1572.0,12.8,1
False,0,30309,476,2.06,6.0,1089.84,8.9,1
True,25,25134,1576,2.54,19.0,3851.87,30.2,2
False,156,28236,1559,1.55,7.0,2596.3,27.8,2
False,202,11460,3141,1.65,14.0,4593.44,51.5,5
True,42,31859,92,1.61,25.0,137.53,1.6,1
False,101,28703,92,1.61,13.0,165.71,1.6,1
False,120,31044,712,1.94,9.0,1243.99,14.2,1
True,15,40423,1840,1.85,7.0,3253.5,35.3,3
True,235,44682,675,2.13,13.0,1580.24,11.1,1
False,72,13693,3141,1.65,18.0,5280.93,57.5,5
False,151,35260,2172,1.77,23.0,3628.24,36.0,3
False,238,20143,640,2.19,12.0,1304.29,11.5,1
True,91,15051,2147,2.48,11.0,5238.46,40.2,3
False,167,44506,1749,2.38,20.0,4085.93,32.3,3
False,4,36368,2561,1.52,14.0,3501.68,47.5,4
True,197,34052,2172,1.77,14.0,4221.92,40.4,3
False,51,41077,476,2.06,18.0,1045.14,7.3,1
False,91,21115,1749,2.41,15.0,4270.87,31.9,3
True,183,10467,597,2.33,20.0,1384.6,9.6,1
True,38,35837,1557,2.01,5.0,3208.84,26.6,2
False,46,24269,262,2.63,12.0,729.62,5.0,1
True,211,11294,1276,2.33,16.0,2571.91,22.4,2
False,142,37349,720,2.62,6.0,1675.57,12.5,1
False,71,29601,1130,1.81,3.0,2081.34,23.1,1
False,69,18712,92,1.61,3.0,126.74,1.4,1
False,168,20917,697,2.08,18.0,1375.09,11.9,1
False,0,37248,1840,1.85,4.0,3044.6,35.1,3
False,0,29676,1559,1.55,20.0,2380.63,25.3,2
False,0,26346,1276,2.33,23.0,2823.53,25.1,2
True,199,35683,92,1.61,15.0,144.98,1.5,1
True,27,24956,519,2.27,17.0,1076.87,10.2,1
True,110,30003,2172,1.89,9.0,4303.48,40.4,3
False,189,13232,1271,2.02,23.0,2768.83,21.0,2
False,158,42993,777,2.35,4.0,2022.45,15.0,1
False,85,17807,1749,2.38,18.0,4768.94,28.6,3
False,97,21986,167,2.42,23.0,361.17,3.2,1
True,37,18573,2627,2.69,5.0,7226.04,52.2,4
False,178,35093,2147,2.48,7.0,6081.46,44.0,3
False,39,21965,1271,2.33,6.0,3355.94,23.8,2
False,95,20601,762,2.62,14.0,1759.07,15.4,1
False,113,14541,1271,2.33,9.0,2963.76,24.6,2
False,124,20992,677,1.7,15.0,1053.92,11.1,1
False,0,26719,3141,1.65,21.0,4688.04,64.0,5
False,188,23781,476,2.06,18.0,988.29,8.1,1
True,222,28865,2172,1.77,21.0,4102.77,36.4,3
True,2,14287,2332,2.12,15.0,5093.21,41.6,4
True,57,25401,1044,2.08,23.0,2419.09,20.6,1
False,111,26727,640,2.19,15.0,1295.03,12.8,1
False,232,33083,720,2.62,11.0,2164.62,11.6,1
False,169,12370,675,2.13,2.0,1413.25,11.4,1
True,175,44909,476,2.06,18.0,845.79,7.9,1
False,136,16548,92,2.79,15.0,261.46,1.6,1
False,22,17933,2003,2.55,11.0,5035.58,38.8,3
False,73,33955,2627,2.69,18.0,6649.33,51.1,4
True,194,26529,1276,2.33,23.0,2711.09,25.2,2
True,79,40171,673,1.7,23.0,1118.57,11.1,1
False,185,43859,675,2.13,20.0,1404.53,11.9,1
True,0,34584,2729,2.5,5.0,5817.47,48.0,4
True,120,20628,2627,2.69,3.0,6360.94,42.9,4
False,49,12669,878,1.95,25.0,1619.96,14.6,1
False,151,36682,2332,2.12,2.0,4897.44,40.6,4
False,33,39620,2332,2.12,12.0,4301.86,39.4,4
True,0,41754,92,1.61,22.0,137.6,1.7,1
True,12,33348,1840,1.85,16.0,3687.83,36.7,3
True,1,12626,262,2.63,5.0,666.25,4.4,1
False,0,38293,1557,2.01,18.0,3096.95,24.6,2
True,0,25849,1840,1.85,21.0,3612.93,36.8,3
False,12,32710,1175,2.48,13.0,3190.21,23.3,2
True,150,28269,547,1.69,13.0,962.59,9.1,1
False,26,28261,921,2.45,4.0,2111.67,15.3,1
True,217,35567,167,2.42,12.0,375.02,3.2,1
False,73,16705,1840,1.85,18.0,3125.82,30.4,3
False,40,28375,1229,1.69,25.0,2188.77,19.8,2
False,216,21860,2332,2.69,9.0,5693.08,39.3,4
False,114,43255,1429,2.51,20.0,3999.45,28.0,2
False,165,32192,804,1.63,24.0,1504.06,16.2,1
True,123,10914,712,1.94,25.0,1418.43,13.1,1
False,0,37828,804,1.63,23.0,1488.03,15.8,1
False,91,12614,921,2.45,19.0,2531.44,17.7,1
False,0,25787,2017,1.84,9.0,3496.27,35.0,3
False,0,38506,2623,2.47,20.0,6171.3,45.8,4
True,28,18393,670,2.07,25.0,1372.6,13.7,1
False,32,23429,2332,2.69,20.0,6866.68,43.6,4
False,31,10608,92,2.79,15.0,258.67,1.8,1
False,61,30088,92,1.61,19.0,143.31,1.5,1
True,123,14936,1271,2.02,11.0,2454.33,22.8,2
False,211,27259,1749,2.41,15.0,3994.55,32.4,3
False,239,26949,1576,2.54,2.0,3665.41,26.1,2
True,225,19667,597,2.33,25.0,1411.39,10.4,1
False,177,43822,675,2.13,6.0,1329.37,14.0,1
False,26,31463,2332,2.69,19.0,5473.14,40.5,4
True,50,26476,777,2.35,11.0,1683.85,12.5,1
True,7,29531,712,1.94,15.0,1494.19,11.9,1
False,130,27015,1576,2.54,5.0,3483.8,28.7,2
False,0,12477,677,1.7,16.0,1246.33,11.6,1
True,12,39204,2269,2.74,6.0,5860.87,46.1,3
False,202,15273,3141,1.65,23.0,5085.64,50.1,5
True,133,21198,1749,2.41,11.0,3763.52,27.9,3
True,164,23450,1204,2.14,21.0,2378.12,19.4,2
False,134,14366,1576,2.54,5.0,4458.66,25.6,2
False,28,36607,2108,2.45,20.0,5323.69,38.2,3
True,0,10463,597,2.33,20.0,1184.64,11.6,1
True,83,19676,3141,1.65,15.0,4420.82,57.9,5
False,212,43358,1271,2.02,11.0,2663.61,26.8,2
False,49,28838,2172,1.89,11.0,4103.19,36.1,3
True,212,43911,1749,2.41,18.0,4532.28,32.6,3
False,210,37016,1429,2.51,20.0,3432.37,26.3,2
False,235,33474,1204,2.14,21.0,2808.72,22.0,2
True,6,15381,1044,2.08,23.0,2428.23,16.7,1
False,63,20615,777,2.35,24.0,1933.54,12.4,1
False,114,13716,2729,2.5,13.0,6342.34,50.0,4
False,86,10848,167,2.42,10.0,377.55,3.3,1
False,5,23624,677,1.7,19.0,1073.49,11.6,1
False,151,27976,2332,2.12,25.0,5338.82,42.3,4
False,214,19329,804,1.63,13.0,1114.93,14.2,1
False,87,24907,720,2.62,6.0,2055.64,14.0,1
True,7,36786,921,2.45,6.0,2052.85,16.8,1
False,233,17442,1204,2.14,17.0,2801.89,23.4,2
True,168,32241,1175,2.48,3.0,3237.22,20.0,2
True,33,11374,878,1.95,17.0,1779.16,14.6,1
True,59,11215,557,1.95,4.0,974.45,10.1,1
False,229,39399,878,1.95,12.0,1483.79,14.6,1
False,97,39301,1429,2.51,6.0,3390.25,26.5,2
True,0,41245,2332,2.12,4.0,4696.18,36.6,4
False,91,24505,712,1.94,12.0,1424.33,12.5,1
True,0,14662,2172,1.77,23.0,3529.1,43.0,3
True,178,17952,2172,1.77,10.0,3462.01,42.5,3
False,144,44588,1204,2.14,4.0,2732.65,22.5,2
True,159,38699,1311,2.71,23.0,3764.91,22.5,2
True,106,15517,2623,2.47,20.0,6879.28,54.7,4
True,192,11501,2147,2.48,11.0,5967.3,38.3,3
False,0,12341,3141,1.65,13.0,4625.79,60.9,5
True,45,25954,675,2.13,6.0,1546.28,12.7,1
False,0,21765,2332,2.12,13.0,4289.02,42.7,4
True,144,36841,597,2.33,15.0,1423.15,10.7,1
True,117,12734,1276,2.33,14.0,2676.05,21.8,2
True,8,16632,3141,1.65,10.0,5856.68,54.5,5
True,231,23325,1576,2.54,23.0,3979.11,31.2,2
True,137,15870,777,2.35,14.0,1733.39,14.8,1
False,89,17137,762,2.62,23.0,1860.75,13.1,1
True,237,32700,2108,2.45,23.0,4587.93,40.5,3
False,162,34020,557,1.95,17.0,969.32,9.3,1
True,123,27323,1749,2.38,15.0,3835.69,32.0,3
False,53,38970,2017,1.84,12.0,3503.17,38.7,3
False,16,18027,167,2.42,18.0,350.76,2.9,1
False,0,22979,2003,2.55,5.0,5620.16,31.8,3
False,26,36835,878,1.95,9.0,1932.43,15.6,1
True,63,22224,2561,1.52,23.0,3488.0,52.5,4
True,0,43702,262,2.63,15.0,755.65,5.3,1
True,106,22198,720,2.62,23.0,2160.7,14.7,1
True,124,28383,712,1.94,11.0,1335.58,13.5,1
False,30,25607,878,1.95,4.0,1789.82,15.6,1
False,97,21560,2729,2.5,25.0,5911.63,50.2,4
False,180,24839,597,2.33,11.0,1435.81,11.9,1
True,105,44373,2269,2.74,3.0,5464.07,38.8,3
True,157,13894,2729,2.5,13.0,5933.18,43.7,4
True,171,42606,557,1.95,10.0,1077.8,10.8,1
False,60,25852,804,1.63,11.0,1189.18,13.5,1
False,175,21446,1576,2.54,19.0,4192.86,24.7,2
True,0,24034,262,2.63,3.0,709.63,4.3,1
True,17,35248,2729,2.5,16.0,6499.67,48.6,4
True,80,33700,673,1.7,12.0,1248.04,11.4,1
True,40,37942,2729,2.5,17.0,7603.31,47.4,4
False,65,19006,1271,2.02,13.0,2647.26,23.0,2
False,224,38698,1204,2.14,5.0,2782.51,18.5,2
False,202,33719,92,2.79,7.0,225.75,1.7,1
False,24,30072,1130,1.81,21.0,1883.4,20.9,1
True,183,38866,519,2.27,7.0,1043.79,8.5,1
False,0,17585,804,1.63,18.0,1235.35,14.5,1
True,0,40319,762,2.62,4.0,2086.94,13.2,1
True,192,26617,547,1.69,10.0,837.5,8.9,1
False,59,29954,1840,1.85,23.0,3555.51,30.6,3
False,76,20764,1429,2.51,2.0,3752.77,23.5,2
False,14,44744,3141,1.65,6.0,5686.72,57.6,5
True,0,34304,2147,2.48,13.0,4581.87,43.1,3
False,41,31513,670,2.07,20.0,1557.59,12.5,1
False,196,30429,1749,2.38,20.0,3687.65,30.5,3
False,127,36622,677,1.7,12.0,1051.63,12.9,1
False,144,22936,1311,2.71,13.0,3020.49,25.6,2
True,3,26578,1576,2.54,3.0,3678.21,32.5,2
False,155,27567,1557,2.01,9.0,2818.47,25.3,2
True,210,43909,673,1.7,6.0,982.87,12.3,1
False,186,38416,2389,2.71,4.0,6570.96,44.1,4
True,115,11684,1557,2.01,19.0,2772.09,30.2,2
False,0,25221,557,1.95,15.0,1033.04,9.5,1
False,204,26359,167,2.42,18.0,407.76,3.1,1
True,189,23919,1311,2.71,19.0,3123.23,24.5,2
False,227,15805,557,1.95,7.0,954.73,9.8,1
False,123,23677,2172,1.77,12.0,3410.67,34.3,3
True,32,18787,1557,2.01,17.0,2999.01,28.4,2
True,7,23255,2172,1.89,23.0,4140.39,44.3,3
False,228,43222,2259,1.99,2.0,3920.13,45.2,3
False,173,20874,804,1.63,21.0,1271.42,15.8,1
True,20,37645,547,1.69,6.0,900.03,10.6,1
False,21,20322,777,2.35,20.0,1612.73,13.7,1
False,128,41490,519,2.27,24.0,1246.13,9.2,1
False,26,10538,2147,2.48,20.0,5227.62,35.5,3
True,117,36123,2172,1.77,4.0,4108.11,44.7,3
True,54,35174,597,2.33,6.0,1200.1,11.2,1
True,59,23047,673,1.7,20.0,1201.43,12.8,1
True,30,13388,697,2.08,19.0,1477.58,12.4,1
True,133,28820,2332,2.12,9.0,5680.48,42.6,4
True,35,26115,673,1.7,18.0,1291.29,11.3,1
True,0,33357,547,1.69,14.0,804.79,8.6,1
False,26,42907,777,2.35,25.0,1742.7,12.6,1
True,158,13246,2332,2.69,24.0,6099.98,44.3,4
True,0,16758,1840,1.85,15.0,3419.09,31.7,3
True,136,26591,2172,1.77,8.0,3535.49,43.0,3
True,146,14913,1229,1.69,23.0,2186.09,22.3,2
False,14,13491,557,1.95,16.0,1031.78,9.3,1
True,105,27295,2108,2.45,2.0,5370.51,41.1,3
True,125,25260,1749,2.41,11.0,3761.67,29.7,3
True,0,43087,697,2.08,10.0,1274.21,13.8,1
False,10,43584,2017,1.84,3.0,3520.57,31.8,3
False,29,12452,1271,2.02,9.0,2713.88,21.6,2
False,178,15335,1216,2.75,24.0,3474.52,22.6,2
True,154,44437,519,2.27,5.0,1326.97,9.7,1
False,185,12181,597,2.33,3.0,1361.56,11.3,1
True,45,30184,262,2.63,4.0,715.86,4.3,1
False,54,30041,673,1.7,16.0,999.47,11.8,1
False,57,34802,640,2.19,21.0,1394.54,11.9,1
True,118,42052,2389,2.71,21.0,7032.31,39.5,4
True,226,38715,1216,2.75,21.0,3834.43,21.3,2
False,72,25593,1271,2.02,10.0,2397.14,20.6,2
False,0,22598,804,1.63,9.0,1304.45,14.1,1
True,18,20054,2108,2.45,9.0,4544.36,34.7,3
False,179,22073,1559,1.55,25.0,2076.18,26.5,2
False,208,34851,2108,2.45,11.0,4876.61,35.5,3
True,0,26606,92,2.79,20.0,257.04,1.9,1
False,103,35431,1576,2.54,7.0,4045.09,31.0,2
False,0,18919,2172,1.77,15.0,3567.38,38.3,3
True,190,26262,670,2.07,2.0,1202.22,11.5,1
False,157,42642,1984,1.72,25.0,3173.09,33.9,3
True,200,37800,1749,2.41,3.0,4402.23,31.8,3
False,41,32330,597,2.33,2.0,1216.08,10.5,1
True,223,10219,640,2.19,20.0,1568.89,10.9,1
False,238,24974,2259,1.99,12.0,4181.7,45.0,3
False,220,16926,675,2.13,15.0,1263.99,10.8,1
True,74,15460,2332,2.12,11.0,5310.84,38.4,4
False,149,20128,2623,2.39,4.0,7154.28,52.4,4
False,132,37091,677,1.7,5.0,1172.45,11.2,1
False,0,11179,1044,2.08,12.0,2179.73,20.7,1
True,156,40900,2389,2.71,22.0,6927.34,38.1,4
True,42,27890,2623,2.47,25.0,7148.68,51.2,4
True,161,26992,777,2.35,23.0,1818.9,15.6,1
True,220,38577,1557,2.01,10.0,3351.98,24.3,2
True,237,40230,2332,2.69,23.0,6596.7,46.3,4
False,175,11832,1840,1.85,23.0,3664.5,34.6,3
True,60,15375,1557,2.01,17.0,2833.99,24.4,2
False,214,39663,2259,1.99,6.0,4480.11,45.0,3
True,201,11968,547,1.69,13.0,961.59,10.1,1
False,224,42181,1216,2.75,25.0,3632.1,23.0,2
True,227,12837,1311,2.71,11.0,3564.6,23.4,2
False,83,38494,1271,2.02,23.0,2654.07,23.0,2
True,115,42436,2623,2.47,23.0,6882.78,49.0,4
True,27,14628,262,2.63,6.0,756.72,4.4,1
False,15,44710,2332,2.69,23.0,6845.65,38.3,4
False,21,30419,921,2.45,15.0,2358.13,16.1,1
False,0,14060,673,1.7,10.0,1019.93,11.4,1
False,56,27167,1984,1.72,22.0,3493.27,38.3,3
False,22,10173,3141,1.65,23.0,5919.23,50.4,5
False,178,18521,1576,2.54,6.0,4293.78,32.4,2
True,31,44190,2623,2.47,7.0,5946.18,49.6,4
False,113,40079,1216,2.75,9.0,3693.88,21.4,2
False,146,23201,1576,2.54,15.0,3415.79,28.1,2
False,233,32310,1216,2.75,21.0,3479.8,24.2,2
True,159,34756,1984,1.72,4.0,3451.09,33.8,3
False,168,30492,1216,2.75,18.0,3638.8,20.4,2
False,141,28882,921,2.45,23.0,2551.59,17.8,1
False,0,25275,519,2.27,10.0,1079.96,9.7,1
False,68,18032,2269,2.74,6.0,7033.64,38.1,3
False,12,25041,1576,2.54,7.0,4577.56,33.1,2
False,113,33152,476,2.06,19.0,898.84,9.3,1
True,106,11744,640,2.19,23.0,1204.57,10.9,1
False,58,42966,1576,2.54,23.0,3500.17,30.3,2
False,53,23352,2269,2.74,19.0,5287.98,42.9,3
True,99,31203,2003,2.55,20.0,4488.99,36.1,3
False,154,24903,1984,1.72,3.0,3650.58,35.7,3
True,5,36357,720,2.62,14.0,1795.18,14.6,1
False,178,32338,2147,2.48,12.0,4922.04,35.6,3
True,42,44151,1204,2.14,15.0,2919.67,24.1,2
True,237,28117,2172,1.77,11.0,4307.78,40.0,3
True,73,23656,2623,2.47,21.0,6197.9,53.2,4
True,48,14052,670,2.07,14.0,1356.66,12.1,1
True,0,19486,1229,1.69,14.0,2301.27,20.0,2
False,179,35371,557,1.95,5.0,1187.01,9.6,1
False,129,26617,804,1.63,17.0,1420.77,15.2,1
False,164,24447,167,2.42,17.0,368.07,3.0,1
True,189,31515,92,1.61,25.0,161.05,1.8,1
True,33,26894,2623,2.47,7.0,6582.46,42.8,4
False,103,37813,1229,1.69,11.0,2320.63,20.7,2
True,162,36706,670,2.07,23.0,1478.26,11.6,1
False,209,41643,3141,1.65,20.0,5096.22,53.1,5
False,84,33540,1718,2.47,15.0,3862.21,31.8,2
False,12,44901,670,2.07,5.0,1273.32,11.4,1
False,190,28657,1216,2.75,24.0,3381.95,23.7,2
False,0,18997,1271,2.33,3.0,3324.67,22.7,2
True,73,19872,2259,1.99,18.0,4658.5,43.9,3
True,179,22682,2108,2.45,19.0,4536.67,37.7,3
False,30,30049,547,1.69,13.0,817.37,11.7,1
False,129,14097,1276,2.33,7.0,3382.39,23.3,2
True,159,22015,3141,1.65,13.0,4750.38,61.7,5
True,208,14361,1429,2.51,3.0,3889.8,28.2,2
False,58,25113,1749,2.41,15.0,4709.02,29.7,3
False,182,30821,2623,2.47,5.0,6614.31,45.9,4
True,80,19285,1276,2.33,7.0,2917.05,23.0,2
True,167,44795,262,2.63,19.0,682.13,4.5,1
False,178,17068,804,1.63,3.0,1446.95,15.7,1
False,192,34113,675,2.13,15.0,1226.77,13.2,1
False,30,24351,2172,1.89,15.0,4005.06,41.6,3
True,56,43157,2389,2.71,15.0,6873.68,43.1,4
True,104,36130,1271,2.33,18.0,2815.48,24.8,2
True,185,30919,2172,1.77,9.0,4183.69,37.2,3
False,54,14905,476,2.06,18.0,1012.16,8.0,1
False,87,17368,1204,2.14,17.0,2429.44,23.2,2
True,18,44886,2332,2.12,13.0,5383.6,44.3,4
False,176,43414,519,2.27,4.0,1277.26,8.9,1
True,166,27608,2172,1.89,18.0,3495.38,36.9,3
True,68,17486,921,2.45,25.0,2444.81,15.9,1
False,80,35029,1749,2.38,20.0,4703.32,35.0,3
False,10,11530,2729,2.5,19.0,7297.82,54.6,4
True,56,19103,2003,2.55,15.0,5728.01,38.7,3
True,34,20611,2389,2.71,15.0,5931.67,44.8,4
True,3,23267,92,2.79,23.0,256.07,1.9,1
True,17,11624,804,1.63,11.0,1117.18,14.7,1
True,34,27655,2003,2.55,18.0,4976.21,40.8,3
False,171,28504,1276,2.33,20.0,2547.27,24.3,2
True,169,24446,1216,2.75,10.0,3479.67,22.5,2
False,205,31579,1429,2.51,12.0,3696.08,26.4,2
False,25,26027,2623,2.47,5.0,7233.85,53.7,4
True,153,26965,2017,1.84,19.0,4208.27,38.7,3
False,0,12961,1840,1.85,5.0,3676.88,31.2,3
True,233,20297,1271,2.33,23.0,2898.37,26.1,2
True,130,38319,547,1.69,20.0,946.44,10.1,1
True,0,12711,777,2.35,25.0,2014.06,13.7,1
True,182,30969,1749,2.41,25.0,3729.6,26.8,3
False,232,40182,677,1.7,7.0,1305.25,11.0,1
False,15,24692,1216,2.75,2.0,3179.06,22.3,2
False,91,10023,712,1.94,10.0,1402.37,12.1,1
False,146,39883,2172,1.89,20.0,4163.36,41.0,3
True,40,17120,1576,2.54,18.0,4231.89,30.4,2
False,186,24140,697,2.08,23.0,1406.66,13.8,1
False,146,14016,597,2.33,13.0,1409.14,11.3,1
False,171,25744,1204,2.14,11.0,2411.55,22.3,2
True,0,29534,712,1.94,5.0,1350.82,11.5,1
False,21,17356,2147,2.48,25.0,5725.73,42.3,3
True,234,11683,670,2.07,15.0,1451.61,12.4,1
False,78,30412,697,2.08,21.0,1371.1,13.9,1
False,117,18861,2172,1.89,20.0,4081.69,34.4,3
False,214,23924,1175,2.48,12.0,2533.96,20.0,2
True,194,31024,677,1.7,11.0,1025.77,12.6,1
False,109,44609,2259,1.99,5.0,4744.63,40.2,3
True,91,14643,1576,2.54,23.0,4307.67,24.7,2
False,199,22710,1216,2.75,23.0,3656.15,23.3,2
True,144,32436,878,1.95,14.0,1942.01,16.7,1
False,145,43616,1175,2.48,11.0,2528.34,19.4,2
True,0,33015,677,1.7,17.0,1131.06,12.2,1
True,37,18454,720,2.62,19.0,2102.1,14.2,1
True,76,37376,167,2.42,15.0,411.57,2.9,1
False,124,21681,1216,2.75,23.0,3684.84,22.1,2
True,221,34625,2172,1.77,23.0,3923.17,35.1,3
True,0,31197,1216,2.75,18.0,3070.94,21.1,2
False,133,26685,1229,1.69,3.0,1886.75,21.8,2
True,209,24239,1559,1.55,20.0,2642.9,29.6,2
True,0,10568,557,1.95,21.0,1018.48,11.0,1
False,47,34923,2147,2.48,14.0,4760.31,36.1,3
False,0,44697,1984,1.72,9.0,3052.29,39.5,3
True,145,40891,1271,2.02,25.0,2892.38,22.5,2
True,0,21199,1276,2.33,20.0,3196.68,25.3,2
True,0,15837,921,2.45,21.0,2523.58,14.7,1
False,65,16827,2332,2.12,23.0,4970.24,43.4,4
False,157,31041,2172,1.77,11.0,3941.85,40.6,3
True,197,26066,673,1.7,11.0,1264.75,11.4,1
False,99,39949,2627,2.69,22.0,6277.93,43.5,4
False,221,32969,167,2.42,13.0,424.29,3.4,1
False,82,22423,476,2.06,9.0,1051.33,9.8,1
True,121,29884,2259,1.99,3.0,5059.41,41.9,3
True,27,13282,762,2.62,8.0,1861.17,13.2,1
True,180,42787,476,2.06,18.0,951.67,9.6,1
False,132,36823,2561,1.52,21.0,3803.64,42.6,4
True,157,42155,762,2.62,20.0,2254.74,16.0,1
False,223,23462,1271,2.02,2.0,2624.26,22.6,2
True,187,19745,3141,1.65,17.0,4443.53,61.1,5
True,93,30570,1216,2.75,24.0,3278.53,19.6,2
True,52,20351,2332,2.69,6.0,7065.61,41.2,4
False,0,11708,804,1.63,11.0,1325.88,14.3,1
True,21,34333,2259,1.99,3.0,4669.36,39.9,3
True,49,43382,2627,2.69,14.0,6325.48,49.8,4
True,174,32530,92,1.61,20.0,136.06,1.9,1
True,201,26905,2623,2.39,13.0,5533.5,47.0,4
False,0,34519,1559,1.55,8.0,2625.0,29.0,2
False,105,22941,720,2.62,2.0,1950.36,11.5,1
False,22,36853,1276,2.33,12.0,3344.94,22.1,2
True,27,31751,2627,2.69,4.0,7232.18,51.6,4
False,194,30740,697,2.08,20.0,1386.9,12.1,1
True,109,27903,1559,1.55,21.0,2403.08,26.8,2
False,202,25631,2172,1.77,9.0,3852.06,35.2,3
False,176,21946,1311,2.71,3.0,3524.14,26.3,2
True,59,36383,1216,2.75,23.0,3575.42,19.3,2
False,75,38406,804,1.63,12.0,1390.2,13.2,1
False,175,20522,2108,2.45,17.0,4988.69,40.1,3
True,188,23205,1271,2.02,20.0,2791.14,21.6,2
False,177,24369,1749,2.38,9.0,4100.82,29.7,3
True,76,20048,262,2.63,6.0,634.63,4.2,1
False,228,25905,1271,2.02,11.0,2592.71,22.0,2
False,0,22049,921,2.45,20.0,2198.45,18.0,1
False,27,15888,1130,1.81,7.0,2234.52,22.7,1
False,147,27770,3141,1.65,2.0,5256.54,64.4,5
True,117,34999,1749,2.38,11.0,4488.77,32.0,3
True,0,20847,519,2.27,17.0,1054.55,9.3,1
False,127,19298,720,2.62,20.0,2045.08,11.9,1
True,0,21195,167,2.42,14.0,409.42,2.7,1
False,215,20543,2627,2.69,15.0,7427.39,50.2,4
False,226,36882,92,2.79,11.0,290.45,1.5,1
False,0,20052,804,1.63,2.0,1127.98,14.6,1
True,47,13027,1311,2.71,21.0,3735.87,21.4,2
False,226,31531,2108,2.45,23.0,5324.47,40.1,3
True,0,41810,2389,2.71,4.0,5548.34,40.5,4
True,89,40585,2627,2.69,2.0,7647.26,43.7,4
False,239,39774,2259,1.99,23.0,4245.02,35.2,3
False,187,34755,1984,1.72,17.0,3922.46,33.6,3
False,195,23217,519,2.27,11.0,1291.03,8.5,1
True,17,26192,2561,1.52,7.0,4284.96,54.7,4
False,170,19846,557,1.95,21.0,1040.68,9.4,1
True,60,17049,1204,2.14,23.0,2650.66,23.7,2
False,106,11624,3141,1.65,2.0,4673.25,57.2,5
True,194,30071,1216,2.75,18.0,3401.12,21.5,2
False,12,36980,1271,2.02,23.0,2867.35,23.5,2
False,68,10217,1559,1.55,15.0,2075.6,25.7,2
False,167,23686,1984,1.72,13.0,3518.42,33.3,3
False,209,19140,1130,1.81,11.0,2277.91,18.8,1
True,94,31451,677,1.7,23.0,1173.63,12.6,1
False,50,28537,1204,2.14,9.0,2961.24,22.1,2
True,49,34175,673,1.7,25.0,1245.97,12.7,1
False,229,36133,2172,1.77,12.0,4152.06,41.5,3
False,68,31405,1216,2.75,18.0,3548.54,19.7,2
True,125,16979,1271,2.02,15.0,2206.9,20.3,2
False,94,20291,519,2.27,13.0,1188.89,8.6,1
False,140,10886,777,2.35,5.0,1645.51,12.9,1
False,42,31956,921,2.45,4.0,2086.79,15.4,1
False,8,24620,675,2.13,21.0,1435.08,12.5,1
False,198,42081,1840,1.85,24.0,3036.25,29.7,3
False,11,18145,2332,2.69,14.0,5821.62,41.7,4
True,228,31164,547,1.69,9.0,806.7,9.4,1
True,108,15165,804,1.63,3.0,1277.2,14.3,1
True,208,36128,2017,1.84,20.0,3525.72,41.9,3
False,108,13704,2561,1.52,9.0,4068.39,50.3,4
False,59,23358,720,2.62,18.0,1732.42,13.4,1
False,205,41891,597,2.33,9.0,1205.77,10.5,1
True,218,14105,2108,2.45,21.0,5149.08,33.4,3
False,52,26908,1229,1.69,3.0,1961.12,22.3,2
False,72,39920,1044,2.08,19.0,2295.28,17.0,1
False,111,24158,2627,2.69,14.0,7860.28,45.2,4
False,88,34478,1311,2.71,6.0,3181.84,22.0,2
False,207,29418,673,1.7,4.0,996.16,12.8,1
False,71,22291,557,1.95,20.0,994.02,11.3,1
True,122,27188,878,1.95,24.0,1743.67,15.9,1
False,201,44302,673,1.7,15.0,981.55,10.9,1
True,180,25941,720,2.62,11.0,1883.16,11.6,1
False,89,22620,2623,2.39,23.0,6692.66,50.8,4
False,207,42784,2561,1.52,18.0,3908.48,43.6,4
False,198,43489,262,2.63,23.0,641.13,4.6,1
False,192,36089,921,2.45,21.0,2271.67,18.4,1
True,131,14219,2627,2.69,6.0,8058.66,40.2,4
True,71,34873,675,2.13,6.0,1417.27,12.0,1
True,179,31719,878,1.95,9.0,1572.01,16.6,1
False,15,27527,476,2.06,3.0,930.81,9.9,1
